"teamid","teamname","season","total_won_home","total_games","percent_won"
3306,"New Hampshire",2003,"9","13","69.23"
3306,"New Hampshire",2004,"7","11","63.64"
3306,"New Hampshire",2005,"11","15","73.33"
3306,"New Hampshire",2006,"9","15","60.00"
3306,"New Hampshire",2007,"8","9","88.89"
3306,"New Hampshire",2008,"4","7","57.14"
3306,"New Hampshire",2009,"5","8","62.50"
3306,"New Hampshire",2010,"5","9","55.56"
3306,"New Hampshire",2011,"7","9","77.78"
3306,"New Hampshire",2012,"5","16","31.25"
3306,"New Hampshire",2013,"7","12","58.33"
3306,"New Hampshire",2014,"8","18","44.44"
3306,"New Hampshire",2015,"8","16","50.00"
3306,"New Hampshire",2016,"6","11","54.55"
3306,"New Hampshire",2017,"14","25","56.00"
3306,"New Hampshire",2018,"8","18","44.44"
3306,"New Hampshire",2019,"3","5","60.00"
3306,"New Hampshire",2020,"4","9","44.44"
3307,"New Mexico",1998,"17","26","65.38"
3307,"New Mexico",1999,"15","22","68.18"
3307,"New Mexico",2000,"13","18","72.22"
3307,"New Mexico",2001,"13","18","72.22"
3307,"New Mexico",2002,"15","21","71.43"
3307,"New Mexico",2003,"15","22","68.18"
3307,"New Mexico",2004,"13","22","59.09"
3307,"New Mexico",2005,"15","26","57.69"
3307,"New Mexico",2006,"16","21","76.19"
3307,"New Mexico",2007,"14","24","58.33"
3307,"New Mexico",2008,"11","20","55.00"
3307,"New Mexico",2009,"16","22","72.73"
3307,"New Mexico",2010,"11","18","61.11"
3307,"New Mexico",2011,"6","13","46.15"
3307,"New Mexico",2012,"5","10","50.00"
3307,"New Mexico",2013,"11","17","64.71"
3307,"New Mexico",2014,"8","11","72.73"
3307,"New Mexico",2015,"13","20","65.00"
3307,"New Mexico",2016,"10","17","58.82"
3307,"New Mexico",2017,"10","14","71.43"
3307,"New Mexico",2018,"16","22","72.73"
3307,"New Mexico",2019,"16","24","66.67"
3307,"New Mexico",2020,"7","14","50.00"
3308,"New Mexico St",1998,"5","6","83.33"
3308,"New Mexico St",1999,"5","6","83.33"
3308,"New Mexico St",2000,"7","8","87.50"
3308,"New Mexico St",2001,"2","6","33.33"
3308,"New Mexico St",2002,"9","12","75.00"
3308,"New Mexico St",2003,"11","16","68.75"
3308,"New Mexico St",2004,"8","13","61.54"
3308,"New Mexico St",2005,"6","8","75.00"
3308,"New Mexico St",2006,"3","10","30.00"
3308,"New Mexico St",2007,"9","13","69.23"
3308,"New Mexico St",2008,"16","23","69.57"
3308,"New Mexico St",2009,"8","9","88.89"
3308,"New Mexico St",2010,"11","17","64.71"
3308,"New Mexico St",2011,"6","13","46.15"
3308,"New Mexico St",2012,"4","5","80.00"
3308,"New Mexico St",2013,"9","15","60.00"
3308,"New Mexico St",2014,"7","10","70.00"
3308,"New Mexico St",2015,"11","20","55.00"
3308,"New Mexico St",2016,"11","24","45.83"
3308,"New Mexico St",2017,"11","22","50.00"
3308,"New Mexico St",2018,"9","16","56.25"
3308,"New Mexico St",2019,"9","24","37.50"
3308,"New Mexico St",2020,"7","11","63.64"
3309,"New Orleans",1998,"5","11","45.45"
3309,"New Orleans",1999,"8","11","72.73"
3309,"New Orleans",2000,"5","11","45.45"
3309,"New Orleans",2001,"10","15","66.67"
3309,"New Orleans",2002,"6","11","54.55"
3309,"New Orleans",2003,"10","12","83.33"
3309,"New Orleans",2004,"6","10","60.00"
3309,"New Orleans",2005,"1","2","50.00"
3309,"New Orleans",2006,"2","3","66.67"
3309,"New Orleans",2007,"6","9","66.67"
3309,"New Orleans",2008,"8","13","61.54"
3309,"New Orleans",2009,"9","14","64.29"
3309,"New Orleans",2010,"6","12","50.00"
3309,"New Orleans",2013,"1","2","50.00"
3309,"New Orleans",2015,"5","7","71.43"
3309,"New Orleans",2016,"5","6","83.33"
3309,"New Orleans",2017,"7","11","63.64"
3309,"New Orleans",2018,"8","14","57.14"
3309,"New Orleans",2019,"5","9","55.56"
3309,"New Orleans",2020,"9","15","60.00"
3310,"Niagara",1998,"8","12","66.67"
3310,"Niagara",1999,"6","10","60.00"
3310,"Niagara",2000,"10","14","71.43"
3310,"Niagara",2001,"5","10","50.00"
3310,"Niagara",2002,"5","9","55.56"
3310,"Niagara",2003,"11","20","55.00"
3310,"Niagara",2004,"12","18","66.67"
3310,"Niagara",2005,"11","17","64.71"
3310,"Niagara",2006,"3","4","75.00"
3310,"Niagara",2007,"8","14","57.14"
3310,"Niagara",2008,"5","8","62.50"
3310,"Niagara",2009,"1","3","33.33"
3310,"Niagara",2010,"7","13","53.85"
3310,"Niagara",2012,"6","13","46.15"
3310,"Niagara",2013,"9","15","60.00"
3310,"Niagara",2014,"7","10","70.00"
3310,"Niagara",2015,"6","14","42.86"
3310,"Niagara",2016,"3","8","37.50"
3310,"Niagara",2017,"5","8","62.50"
3310,"Niagara",2018,"7","13","53.85"
3310,"Niagara",2019,"8","12","66.67"
3310,"Niagara",2020,"5","10","50.00"
3311,"Nicholls St",1998,"6","7","85.71"
3311,"Nicholls St",1999,"6","13","46.15"
3311,"Nicholls St",2000,"3","4","75.00"
3311,"Nicholls St",2001,"6","9","66.67"
3311,"Nicholls St",2002,"8","11","72.73"
3311,"Nicholls St",2003,"6","8","75.00"
3311,"Nicholls St",2004,"1","1","100.00"
3311,"Nicholls St",2005,"4","6","66.67"
3311,"Nicholls St",2006,"3","4","75.00"
3311,"Nicholls St",2007,"4","7","57.14"
3311,"Nicholls St",2008,"5","5","100.00"
3311,"Nicholls St",2009,"2","2","100.00"
3311,"Nicholls St",2010,"4","4","100.00"
3311,"Nicholls St",2011,"4","7","57.14"
3311,"Nicholls St",2012,"8","14","57.14"
3311,"Nicholls St",2013,"9","19","47.37"
3311,"Nicholls St",2014,"9","16","56.25"
3311,"Nicholls St",2015,"10","16","62.50"
3311,"Nicholls St",2016,"5","9","55.56"
3311,"Nicholls St",2017,"7","10","70.00"
3311,"Nicholls St",2018,"5","16","31.25"
3311,"Nicholls St",2019,"9","18","50.00"
3311,"Nicholls St",2020,"6","11","54.55"
3312,"NJIT",2007,"1","3","33.33"
3312,"NJIT",2008,"6","10","60.00"
3312,"NJIT",2009,"3","8","37.50"
3312,"NJIT",2010,"8","10","80.00"
3312,"NJIT",2011,"5","7","71.43"
3312,"NJIT",2012,"7","13","53.85"
3312,"NJIT",2013,"8","14","57.14"
3312,"NJIT",2014,"5","7","71.43"
3312,"NJIT",2015,"7","10","70.00"
3312,"NJIT",2016,"1","2","50.00"
3312,"NJIT",2017,"5","9","55.56"
3312,"NJIT",2018,"2","3","66.67"
3312,"NJIT",2019,"3","6","50.00"
3312,"NJIT",2020,"3","4","75.00"
3313,"Norfolk St",1998,"3","5","60.00"
3313,"Norfolk St",1999,"9","15","60.00"
3313,"Norfolk St",2000,"11","19","57.89"
3313,"Norfolk St",2001,"7","13","53.85"
3313,"Norfolk St",2002,"13","22","59.09"
3313,"Norfolk St",2003,"5","8","62.50"
3313,"Norfolk St",2004,"3","8","37.50"
3313,"Norfolk St",2005,"4","12","33.33"
3313,"Norfolk St",2006,"4","8","50.00"
3313,"Norfolk St",2007,"3","5","60.00"
3313,"Norfolk St",2008,"2","3","66.67"
3313,"Norfolk St",2009,"1","1","100.00"
3313,"Norfolk St",2010,"1","3","33.33"
3313,"Norfolk St",2011,"6","8","75.00"
3313,"Norfolk St",2012,"4","10","40.00"
3313,"Norfolk St",2013,"5","6","83.33"
3313,"Norfolk St",2014,"5","11","45.45"
3313,"Norfolk St",2015,"6","14","42.86"
3313,"Norfolk St",2016,"1","3","33.33"
3313,"Norfolk St",2017,"5","13","38.46"
3313,"Norfolk St",2018,"7","18","38.89"
3313,"Norfolk St",2019,"7","15","46.67"
3313,"Norfolk St",2020,"9","18","50.00"
3314,"North Carolina",1998,"16","24","66.67"
3314,"North Carolina",1999,"17","26","65.38"
3314,"North Carolina",2000,"14","18","77.78"
3314,"North Carolina",2001,"10","14","71.43"
3314,"North Carolina",2002,"16","23","69.57"
3314,"North Carolina",2003,"15","27","55.56"
3314,"North Carolina",2004,"14","24","58.33"
3314,"North Carolina",2005,"20","27","74.07"
3314,"North Carolina",2006,"16","29","55.17"
3314,"North Carolina",2007,"19","30","63.33"
3314,"North Carolina",2008,"20","29","68.97"
3314,"North Carolina",2009,"19","26","73.08"
3314,"North Carolina",2010,"15","19","78.95"
3314,"North Carolina",2011,"16","26","61.54"
3314,"North Carolina",2012,"14","20","70.00"
3314,"North Carolina",2013,"18","28","64.29"
3314,"North Carolina",2014,"13","24","54.17"
3314,"North Carolina",2015,"12","24","50.00"
3314,"North Carolina",2016,"11","14","78.57"
3314,"North Carolina",2017,"11","15","73.33"
3314,"North Carolina",2018,"11","15","73.33"
3314,"North Carolina",2019,"10","18","55.56"
3314,"North Carolina",2020,"11","16","68.75"
3315,"North Dakota",2009,"4","8","50.00"
3315,"North Dakota",2010,"7","14","50.00"
3315,"North Dakota",2011,"7","13","53.85"
3315,"North Dakota",2012,"7","18","38.89"
3315,"North Dakota",2013,"7","10","70.00"
3315,"North Dakota",2014,"13","20","65.00"
3315,"North Dakota",2015,"9","15","60.00"
3315,"North Dakota",2016,"11","18","61.11"
3315,"North Dakota",2017,"9","18","50.00"
3315,"North Dakota",2018,"7","10","70.00"
3315,"North Dakota",2019,"3","11","27.27"
3315,"North Dakota",2020,"5","13","38.46"
3316,"North Florida",2006,"8","11","72.73"
3316,"North Florida",2007,"4","8","50.00"
3316,"North Florida",2008,"9","13","69.23"
3316,"North Florida",2009,"6","8","75.00"
3316,"North Florida",2010,"9","12","75.00"
3316,"North Florida",2011,"10","13","76.92"
3316,"North Florida",2012,"8","13","61.54"
3316,"North Florida",2013,"8","12","66.67"
3316,"North Florida",2014,"5","5","100.00"
3316,"North Florida",2015,"5","9","55.56"
3316,"North Florida",2016,"3","5","60.00"
3316,"North Florida",2017,"4","7","57.14"
3316,"North Florida",2018,"5","10","50.00"
3316,"North Florida",2019,"8","13","61.54"
3316,"North Florida",2020,"5","14","35.71"
3317,"North Texas",1998,"7","8","87.50"
3317,"North Texas",1999,"10","19","52.63"
3317,"North Texas",2000,"11","17","64.71"
3317,"North Texas",2001,"13","19","68.42"
3317,"North Texas",2002,"12","19","63.16"
3317,"North Texas",2003,"5","12","41.67"
3317,"North Texas",2004,"6","11","54.55"
3317,"North Texas",2005,"9","14","64.29"
3317,"North Texas",2006,"10","18","55.56"
3317,"North Texas",2007,"6","9","66.67"
3317,"North Texas",2008,"8","12","66.67"
3317,"North Texas",2009,"4","11","36.36"
3317,"North Texas",2010,"6","9","66.67"
3317,"North Texas",2011,"4","5","80.00"
3317,"North Texas",2012,"9","15","60.00"
3317,"North Texas",2013,"5","11","45.45"
3317,"North Texas",2014,"7","11","63.64"
3317,"North Texas",2015,"4","5","80.00"
3317,"North Texas",2016,"5","11","45.45"
3317,"North Texas",2017,"6","12","50.00"
3317,"North Texas",2018,"6","14","42.86"
3317,"North Texas",2019,"7","12","58.33"
3317,"North Texas",2020,"7","10","70.00"
3318,"Northeastern",1998,"9","16","56.25"
3318,"Northeastern",1999,"11","22","50.00"
3318,"Northeastern",2000,"9","17","52.94"
3318,"Northeastern",2001,"8","13","61.54"
3318,"Northeastern",2002,"4","6","66.67"
3318,"Northeastern",2003,"6","8","75.00"
3318,"Northeastern",2004,"10","15","66.67"
3318,"Northeastern",2005,"9","14","64.29"
3318,"Northeastern",2006,"5","8","62.50"
3318,"Northeastern",2007,"3","4","75.00"
3318,"Northeastern",2008,"7","14","50.00"
3318,"Northeastern",2009,"6","12","50.00"
3318,"Northeastern",2010,"8","13","61.54"
3318,"Northeastern",2011,"4","8","50.00"
3318,"Northeastern",2012,"6","8","75.00"
3318,"Northeastern",2013,"11","17","64.71"
3318,"Northeastern",2014,"6","12","50.00"
3318,"Northeastern",2015,"3","4","75.00"
3318,"Northeastern",2016,"6","15","40.00"
3318,"Northeastern",2017,"7","12","58.33"
3318,"Northeastern",2018,"8","16","50.00"
3318,"Northeastern",2019,"12","20","60.00"
3318,"Northeastern",2020,"8","13","61.54"
3319,"Northern Arizona",1998,"11","20","55.00"
3319,"Northern Arizona",1999,"10","14","71.43"
3319,"Northern Arizona",2000,"8","10","80.00"
3319,"Northern Arizona",2001,"7","13","53.85"
3319,"Northern Arizona",2002,"9","15","60.00"
3319,"Northern Arizona",2003,"7","13","53.85"
3319,"Northern Arizona",2004,"6","12","50.00"
3319,"Northern Arizona",2005,"9","19","47.37"
3319,"Northern Arizona",2006,"14","21","66.67"
3319,"Northern Arizona",2007,"11","19","57.89"
3319,"Northern Arizona",2008,"8","10","80.00"
3319,"Northern Arizona",2009,"6","9","66.67"
3319,"Northern Arizona",2010,"3","5","60.00"
3319,"Northern Arizona",2011,"8","10","80.00"
3319,"Northern Arizona",2012,"7","8","87.50"
3319,"Northern Arizona",2013,"4","8","50.00"
3319,"Northern Arizona",2014,"5","9","55.56"
3319,"Northern Arizona",2015,"10","12","83.33"
3319,"Northern Arizona",2016,"3","4","75.00"
3319,"Northern Arizona",2017,"5","8","62.50"
3319,"Northern Arizona",2018,"3","6","50.00"
3319,"Northern Arizona",2019,"7","13","53.85"
3319,"Northern Arizona",2020,"7","16","43.75"
3320,"Northern Iowa",1998,"6","11","54.55"
3320,"Northern Iowa",1999,"12","19","63.16"
3320,"Northern Iowa",2000,"9","16","56.25"
3320,"Northern Iowa",2001,"13","18","72.22"
3320,"Northern Iowa",2002,"6","14","42.86"
3320,"Northern Iowa",2003,"10","18","55.56"
3320,"Northern Iowa",2004,"7","12","58.33"
3320,"Northern Iowa",2005,"12","19","63.16"
3320,"Northern Iowa",2006,"10","19","52.63"
3320,"Northern Iowa",2007,"9","17","52.94"
3320,"Northern Iowa",2008,"9","13","69.23"
3320,"Northern Iowa",2009,"7","11","63.64"
3320,"Northern Iowa",2010,"8","16","50.00"
3320,"Northern Iowa",2011,"12","27","44.44"
3320,"Northern Iowa",2012,"10","16","62.50"
3320,"Northern Iowa",2013,"7","16","43.75"
3320,"Northern Iowa",2014,"9","17","52.94"
3320,"Northern Iowa",2015,"10","17","58.82"
3320,"Northern Iowa",2016,"9","21","42.86"
3320,"Northern Iowa",2017,"11","23","47.83"
3320,"Northern Iowa",2018,"8","18","44.44"
3320,"Northern Iowa",2019,"10","19","52.63"
3320,"Northern Iowa",2020,"10","17","58.82"
3321,"Northwestern",1998,"6","7","85.71"
3321,"Northwestern",1999,"5","12","41.67"
3321,"Northwestern",2000,"5","7","71.43"
3321,"Northwestern",2001,"3","4","75.00"
3321,"Northwestern",2002,"3","4","75.00"
3321,"Northwestern",2003,"6","8","75.00"
3321,"Northwestern",2004,"4","8","50.00"
3321,"Northwestern",2005,"3","5","60.00"
3321,"Northwestern",2006,"4","6","66.67"
3321,"Northwestern",2007,"5","8","62.50"
3321,"Northwestern",2008,"3","5","60.00"
3321,"Northwestern",2009,"7","7","100.00"
3321,"Northwestern",2010,"12","16","75.00"
3321,"Northwestern",2011,"12","18","66.67"
3321,"Northwestern",2012,"6","14","42.86"
3321,"Northwestern",2013,"8","13","61.54"
3321,"Northwestern",2014,"11","15","73.33"
3321,"Northwestern",2015,"11","23","47.83"
3321,"Northwestern",2016,"8","18","44.44"
3321,"Northwestern",2017,"15","20","75.00"
3321,"Northwestern",2018,"7","12","58.33"
3321,"Northwestern",2019,"10","16","62.50"
3321,"Northwestern",2020,"14","26","53.85"
3322,"Northwestern LA",1998,"4","12","33.33"
3322,"Northwestern LA",1999,"12","22","54.55"
3322,"Northwestern LA",2000,"12","22","54.55"
3322,"Northwestern LA",2001,"12","22","54.55"
3322,"Northwestern LA",2002,"13","21","61.90"
3322,"Northwestern LA",2003,"8","17","47.06"
3322,"Northwestern LA",2004,"11","21","52.38"
3322,"Northwestern LA",2005,"9","14","64.29"
3322,"Northwestern LA",2006,"4","8","50.00"
3322,"Northwestern LA",2007,"6","8","75.00"
3322,"Northwestern LA",2008,"6","12","50.00"
3322,"Northwestern LA",2009,"10","15","66.67"
3322,"Northwestern LA",2010,"5","12","41.67"
3322,"Northwestern LA",2011,"6","11","54.55"
3322,"Northwestern LA",2012,"2","3","66.67"
3322,"Northwestern LA",2013,"8","11","72.73"
3322,"Northwestern LA",2014,"9","19","47.37"
3322,"Northwestern LA",2015,"6","15","40.00"
3322,"Northwestern LA",2016,"10","15","66.67"
3322,"Northwestern LA",2017,"8","9","88.89"
3322,"Northwestern LA",2018,"2","3","66.67"
3322,"Northwestern LA",2019,"5","7","71.43"
3322,"Northwestern LA",2020,"4","5","80.00"
3323,"Notre Dame",1998,"13","20","65.00"
3323,"Notre Dame",1999,"13","25","52.00"
3323,"Notre Dame",2000,"14","25","56.00"
3323,"Notre Dame",2001,"17","28","60.71"
3323,"Notre Dame",2002,"13","19","68.42"
3323,"Notre Dame",2003,"9","19","47.37"
3323,"Notre Dame",2004,"13","19","68.42"
3323,"Notre Dame",2005,"11","26","42.31"
3323,"Notre Dame",2006,"8","18","44.44"
3323,"Notre Dame",2007,"14","19","73.68"
3323,"Notre Dame",2008,"13","23","56.52"
3323,"Notre Dame",2009,"11","22","50.00"
3323,"Notre Dame",2010,"14","27","51.85"
3323,"Notre Dame",2011,"15","26","57.69"
3323,"Notre Dame",2012,"15","30","50.00"
3323,"Notre Dame",2013,"13","31","41.94"
3323,"Notre Dame",2014,"15","32","46.88"
3323,"Notre Dame",2015,"17","31","54.84"
3323,"Notre Dame",2016,"14","31","45.16"
3323,"Notre Dame",2017,"17","30","56.67"
3323,"Notre Dame",2018,"13","29","44.83"
3323,"Notre Dame",2019,"14","30","46.67"
3323,"Notre Dame",2020,"6","13","46.15"
3324,"Oakland",1999,"10","13","76.92"
3324,"Oakland",2000,"9","16","56.25"
3324,"Oakland",2001,"10","18","55.56"
3324,"Oakland",2002,"11","16","68.75"
3324,"Oakland",2003,"7","12","58.33"
3324,"Oakland",2004,"8","17","47.06"
3324,"Oakland",2005,"9","21","42.86"
3324,"Oakland",2006,"8","15","53.33"
3324,"Oakland",2007,"7","17","41.18"
3324,"Oakland",2008,"10","18","55.56"
3324,"Oakland",2009,"12","25","48.00"
3324,"Oakland",2010,"8","15","53.33"
3324,"Oakland",2011,"9","19","47.37"
3324,"Oakland",2012,"7","10","70.00"
3324,"Oakland",2013,"5","7","71.43"
3324,"Oakland",2014,"7","11","63.64"
3324,"Oakland",2015,"6","10","60.00"
3324,"Oakland",2016,"6","13","46.15"
3324,"Oakland",2017,"8","16","50.00"
3324,"Oakland",2018,"5","14","35.71"
3324,"Oakland",2019,"3","4","75.00"
3324,"Oakland",2020,"4","9","44.44"
3325,"Ohio",1998,"10","17","58.82"
3325,"Ohio",1999,"3","4","75.00"
3325,"Ohio",2000,"6","11","54.55"
3325,"Ohio",2001,"5","9","55.56"
3325,"Ohio",2002,"9","13","69.23"
3325,"Ohio",2003,"4","9","44.44"
3325,"Ohio",2004,"5","13","38.46"
3325,"Ohio",2005,"11","13","84.62"
3325,"Ohio",2006,"5","9","55.56"
3325,"Ohio",2007,"12","18","66.67"
3325,"Ohio",2008,"8","20","40.00"
3325,"Ohio",2009,"7","13","53.85"
3325,"Ohio",2010,"7","8","87.50"
3325,"Ohio",2011,"5","9","55.56"
3325,"Ohio",2012,"12","14","85.71"
3325,"Ohio",2013,"3","6","50.00"
3325,"Ohio",2014,"4","8","50.00"
3325,"Ohio",2015,"15","27","55.56"
3325,"Ohio",2016,"11","24","45.83"
3325,"Ohio",2017,"14","22","63.64"
3325,"Ohio",2018,"9","15","60.00"
3325,"Ohio",2019,"12","27","44.44"
3325,"Ohio",2020,"11","19","57.89"
3326,"Ohio St",1998,"9","15","60.00"
3326,"Ohio St",1999,"10","17","58.82"
3326,"Ohio St",2000,"10","12","83.33"
3326,"Ohio St",2001,"11","16","68.75"
3326,"Ohio St",2002,"10","14","71.43"
3326,"Ohio St",2003,"13","20","65.00"
3326,"Ohio St",2004,"12","20","60.00"
3326,"Ohio St",2005,"13","28","46.43"
3326,"Ohio St",2006,"17","28","60.71"
3326,"Ohio St",2007,"16","28","57.14"
3326,"Ohio St",2008,"16","22","72.73"
3326,"Ohio St",2009,"16","27","59.26"
3326,"Ohio St",2010,"19","30","63.33"
3326,"Ohio St",2011,"12","22","54.55"
3326,"Ohio St",2012,"19","25","76.00"
3326,"Ohio St",2013,"13","18","72.22"
3326,"Ohio St",2014,"11","17","64.71"
3326,"Ohio St",2015,"14","23","60.87"
3326,"Ohio St",2016,"14","24","58.33"
3326,"Ohio St",2017,"17","26","65.38"
3326,"Ohio St",2018,"13","27","48.15"
3326,"Ohio St",2019,"9","14","64.29"
3326,"Ohio St",2020,"10","21","47.62"
3328,"Oklahoma",1998,"5","8","62.50"
3328,"Oklahoma",1999,"11","14","78.57"
3328,"Oklahoma",2000,"13","23","56.52"
3328,"Oklahoma",2001,"13","26","50.00"
3328,"Oklahoma",2002,"16","25","64.00"
3328,"Oklahoma",2003,"8","19","42.11"
3328,"Oklahoma",2004,"10","23","43.48"
3328,"Oklahoma",2005,"9","16","56.25"
3328,"Oklahoma",2006,"15","29","51.72"
3328,"Oklahoma",2007,"14","26","53.85"
3328,"Oklahoma",2008,"13","21","61.90"
3328,"Oklahoma",2009,"17","28","60.71"
3328,"Oklahoma",2010,"11","23","47.83"
3328,"Oklahoma",2011,"15","21","71.43"
3328,"Oklahoma",2012,"10","20","50.00"
3328,"Oklahoma",2013,"13","22","59.09"
3328,"Oklahoma",2014,"14","18","77.78"
3328,"Oklahoma",2015,"12","20","60.00"
3328,"Oklahoma",2016,"11","21","52.38"
3328,"Oklahoma",2017,"14","22","63.64"
3328,"Oklahoma",2018,"10","16","62.50"
3328,"Oklahoma",2019,"6","8","75.00"
3328,"Oklahoma",2020,"9","12","75.00"
3329,"Oklahoma St",1998,"11","18","61.11"
3329,"Oklahoma St",1999,"7","13","53.85"
3329,"Oklahoma St",2000,"8","14","57.14"
3329,"Oklahoma St",2001,"9","14","64.29"
3329,"Oklahoma St",2002,"10","13","76.92"
3329,"Oklahoma St",2003,"4","8","50.00"
3329,"Oklahoma St",2004,"6","8","75.00"
3329,"Oklahoma St",2005,"6","6","100.00"
3329,"Oklahoma St",2006,"4","5","80.00"
3329,"Oklahoma St",2007,"14","20","70.00"
3329,"Oklahoma St",2008,"14","25","56.00"
3329,"Oklahoma St",2009,"10","16","62.50"
3329,"Oklahoma St",2010,"14","23","60.87"
3329,"Oklahoma St",2011,"14","16","87.50"
3329,"Oklahoma St",2012,"12","16","75.00"
3329,"Oklahoma St",2013,"13","21","61.90"
3329,"Oklahoma St",2014,"15","23","65.22"
3329,"Oklahoma St",2015,"13","20","65.00"
3329,"Oklahoma St",2016,"16","21","76.19"
3329,"Oklahoma St",2017,"13","17","76.47"
3329,"Oklahoma St",2018,"14","20","70.00"
3329,"Oklahoma St",2019,"12","14","85.71"
3329,"Oklahoma St",2020,"10","15","66.67"
3330,"Old Dominion",1998,"15","25","60.00"
3330,"Old Dominion",1999,"15","26","57.69"
3330,"Old Dominion",2000,"16","27","59.26"
3330,"Old Dominion",2001,"10","19","52.63"
3330,"Old Dominion",2002,"14","25","56.00"
3330,"Old Dominion",2003,"14","21","66.67"
3330,"Old Dominion",2004,"17","25","68.00"
3330,"Old Dominion",2005,"14","22","63.64"
3330,"Old Dominion",2006,"12","22","54.55"
3330,"Old Dominion",2007,"13","24","54.17"
3330,"Old Dominion",2008,"14","29","48.28"
3330,"Old Dominion",2009,"12","17","70.59"
3330,"Old Dominion",2010,"10","18","55.56"
3330,"Old Dominion",2011,"13","20","65.00"
3330,"Old Dominion",2012,"5","11","45.45"
3330,"Old Dominion",2013,"12","19","63.16"
3330,"Old Dominion",2014,"11","17","64.71"
3330,"Old Dominion",2015,"9","20","45.00"
3330,"Old Dominion",2016,"9","17","52.94"
3330,"Old Dominion",2017,"10","17","58.82"
3330,"Old Dominion",2018,"7","8","87.50"
3330,"Old Dominion",2019,"11","21","52.38"
3330,"Old Dominion",2020,"14","24","58.33"
